"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","Farnham Wrecclesham and Rowledge","E05007427","Total",1786,5,134,324,719,419,185
"2011","Frensham, Dockenfield and Tilford","E05007428","Total",1583,1,128,239,443,431,341
"2011","Godalming Binscombe","E05007429","Total",1671,2,157,478,846,148,40
"2011","Godalming Central and Ockford","E05007430","Total",1984,3,304,673,741,214,49
"2011","Godalming Charterhouse","E05007431","Total",1575,1,203,450,409,357,155
"2011","Godalming Farncombe and Catteshall","E05007432","Total",2091,8,359,664,808,202,50
"2011","Godalming Holloway","E05007433","Total",1633,1,66,258,484,581,243
"2011","Haslemere Critchmere and Shottermill","E05007434","Total",2445,8,412,551,925,393,156
"2011","Haslemere East and Grayswood","E05007435","Total",2766,4,260,687,813,604,398
"2011","Hindhead","E05007436","Total",1688,1,232,337,459,450,209
"2011","Milford","E05007437","Total",1742,4,190,465,671,318,94
"2011","Shamley Green and Cranleigh North","E05007438","Total",731,1,49,128,265,176,112
"2011","Witley and Hambledon","E05007439","Total",1559,2,96,339,568,355,199
"2011","Brookwood","E05007440","Total",960,1,30,159,386,234,150
"2011","Byfleet","E05007441","Total",3174,9,287,810,1544,441,83
"2011","Goldsworth East","E05007442","Total",3420,16,779,1118,1038,405,64
"2011","Goldsworth West","E05007443","Total",2082,3,317,663,819,241,39
"2011","Hermitage and Knaphill South","E05007444","Total",2227,5,383,532,946,267,94
"2011","Horsell East and Woodham","E05007445","Total",1827,2,130,263,357,725,350
"2011","Horsell West","E05007446","Total",2838,20,250,492,1125,698,253
"2011","Kingfield and Westfield","E05007447","Total",2119,8,150,446,1141,311,63
"2011","Knaphill","E05007448","Total",3849,10,372,853,1653,778,183
"2011","Maybury and Sheerwater","E05007449","Total",3618,20,743,942,1499,286,128
"2011","Mayford and Sutton Green","E05007450","Total",973,0,23,135,327,324,164
"2011","Mount Hermon East","E05007451","Total",2006,4,269,409,422,517,385
"2011","Mount Hermon West","E05007452","Total",2945,16,843,1093,572,297,124
"2011","Old Woking","E05007453","Total",1236,2,105,253,757,106,13
"2011","Pyrford","E05007454","Total",1985,0,52,267,577,712,377
"2011","St John's and Hook Heath","E05007455","Total",1888,4,236,341,430,490,387
"2011","West Byfleet","E05007456","Total",2320,5,180,512,642,588,393
"2011","Buckingham","E05007562","Total",1644,2,53,413,828,295,53
"2011","Churchill","E05007563","Total",2069,14,349,847,698,126,35
"2011","Cokeham","E05007564","Total",1896,6,220,758,759,124,29
"2011","Eastbrook","E05007565","Total",1883,5,176,610,909,150,33
"2011","Hillside","E05007566","Total",1778,6,77,479,1016,165,35
"2011","Manor","E05007567","Total",1704,3,109,554,724,239,75
"2011","Marine","E05007568","Total",2070,4,148,784,781,278,75
"2011","Mash Barn","E05007569","Total",1819,9,216,460,942,157,35
"2011","Peverel","E05007570","Total",1884,1,226,581,898,146,32
"2011","St Mary's","E05007571","Total",1931,9,292,622,783,183,42
"2011","St Nicolas","E05007572","Total",1738,3,215,333,782,300,105
"2011","Southlands","E05007573","Total",1717,7,202,709,683,95,21
"2011","Southwick Green","E05007574","Total",1975,6,260,619,779,239,72
"2011","Widewater","E05007575","Total",2849,10,555,1277,814,169,24
"2011","Aldwick East","E05007576","Total",2312,3,95,760,825,564,65
"2011","Aldwick West","E05007577","Total",2282,3,120,678,963,428,90
"2011","Angmering","E05007578","Total",3267,2,82,812,1521,637,213
"2011","Arundel","E05007579","Total",2051,5,223,638,785,279,121
"2011","Barnham","E05007580","Total",3538,4,236,991,1428,646,233
"2011","Beach","E05007581","Total",2196,6,384,479,891,379,57
"2011","Bersted","E05007582","Total",3629,6,379,1364,1533,296,51
"2011","Brookfield","E05007583","Total",2544,2,207,775,1109,399,52
"2011","East Preston with Kingston","E05007584","Total",3364,5,346,1039,1187,568,219
"2011","Felpham East","E05007585","Total",2102,3,66,635,770,508,120
"2011","Felpham West","E05007586","Total",2250,1,129,636,1028,364,92
"2011","Ferring","E05007587","Total",2226,1,118,1015,767,255,70
"2011","Findon","E05007588","Total",1144,0,92,356,432,171,93
"2011","Ham","E05007589","Total",2429,9,360,727,1169,131,33
"2011","Hotham","E05007590","Total",2746,24,827,1089,593,155,58
"2011","Marine","E05007591","Total",2713,39,1137,913,351,197,76
"2011","Middleton-on-Sea","E05007592","Total",2447,3,330,770,807,452,85
"2011","Orchard","E05007593","Total",2514,8,451,680,1089,206,80
"2011","Pagham and Rose Green","E05007594","Total",3558,2,190,1680,1315,311,60
"2011","Pevensey","E05007595","Total",2379,10,587,584,845,274,79
"2011","River","E05007596","Total",2613,19,978,769,574,183,90
"2011","Rustington East","E05007597","Total",2587,3,278,991,932,299,84
"2011","Rustington West","E05007598","Total",3905,5,200,1519,1640,453,88
"2011","Walberton","E05007599","Total",1168,1,52,244,507,250,114
"2011","Wick with Toddington","E05007600","Total",2442,5,199,907,977,315,39
"2011","Yapton","E05007601","Total",2300,2,177,613,987,404,117
"2011","Bosham","E05007602","Total",1833,3,111,410,697,459,153
"2011","Boxgrove","E05007603","Total",1002,0,73,285,402,157,85
"2011","Bury","E05007604","Total",906,2,45,155,352,213,139
"2011","Chichester East","E05007605","Total",3939,4,840,1423,1271,319,82
"2011","Chichester North","E05007606","Total",2962,3,279,772,1030,682,196
"2011","Chichester South","E05007607","Total",3139,5,647,933,1126,317,111
"2011","Chichester West","E05007608","Total",2276,2,275,867,797,269,66
"2011","Donnington","E05007609","Total",933,0,44,155,482,191,61
"2011","Easebourne","E05007610","Total",1047,2,76,244,394,213,118
"2011","East Wittering","E05007611","Total",2255,9,173,733,869,374,97
"2011","Fernhurst","E05007612","Total",2094,1,125,476,804,434,254
"2011","Fishbourne","E05007613","Total",988,1,49,275,417,187,59
"2011","Funtington","E05007614","Total",1117,0,33,221,456,269,138
"2011","Harting","E05007615","Total",874,2,40,189,341,183,119
"2011","Lavant","E05007616","Total",1004,4,88,252,438,163,59
"2011","Midhurst","E05007617","Total",2434,7,329,805,929,298,66
"2011","North Mundham","E05007618","Total",907,1,52,253,338,180,83
"2011","Petworth","E05007619","Total",2114,3,156,569,883,322,181
"2011","Plaistow","E05007620","Total",1895,1,91,297,627,540,339
"2011","Rogate","E05007621","Total",1001,1,56,172,334,233,205
"2011","Selsey North","E05007622","Total",2961,3,299,1071,1191,328,69
"2011","Selsey South","E05007623","Total",1902,3,150,554,744,372,79
"2011","Sidlesham","E05007624","Total",1014,2,80,263,411,179,79
"2011","Southbourne","E05007625","Total",3032,3,218,947,1325,429,110
"2011","Stedham","E05007626","Total",942,1,47,213,356,210,115
"2011","Tangmere","E05007627","Total",1106,0,112,323,399,228,44
"2011","West Wittering","E05007628","Total",2137,3,75,575,757,527,200
"2011","Westbourne","E05007629","Total",1000,1,58,321,411,155,54
"2011","Wisborough Green","E05007630","Total",1034,2,86,201,364,255,126
"2011","Bewbush","E05007631","Total",3234,10,493,516,1953,228,34
"2011","Broadfield North","E05007632","Total",2442,8,356,453,1390,214,21
"2011","Broadfield South","E05007633","Total",2687,11,578,807,1049,214,28
"2011","Furnace Green","E05007634","Total",2309,2,242,297,1312,372,84
"2011","Gossops Green","E05007635","Total",2128,1,152,440,1175,315,45
"2011","Ifield","E05007636","Total",3613,6,426,721,2049,348,63
"2011","Langley Green","E05007637","Total",2942,7,294,573,1727,279,62
"2011","Maidenbower","E05007638","Total",3722,7,370,1181,1226,809,129
"2011","Northgate","E05007639","Total",2259,25,523,558,964,144,45
"2011","Pound Hill North","E05007640","Total",2689,2,130,548,1212,664,133
"2011","Pound Hill South and Worth","E05007641","Total",3375,7,332,668,1298,893,177
"2011","Southgate","E05007642","Total",3554,12,601,920,1498,430,93
"2011","Three Bridges","E05007643","Total",3101,15,380,1041,1234,361,70
"2011","Tilgate","E05007644","Total",2454,3,184,349,1711,173,34
"2011","West Green","E05007645","Total",2218,6,437,660,920,154,41
"2011","Billingshurst and Shipley","E05007646","Total",3945,3,375,935,1574,745,313
"2011","Bramber, Upper Beeding and Woodmancote","E05007647","Total",2220,13,194,501,894,446,172
"2011","Broadbridge Heath","E05007648","Total",1323,5,221,300,578,170,49
"2011","Chanctonbury","E05007649","Total",3328,6,102,568,1288,943,421
"2011","Chantry","E05007650","Total",4261,5,361,1041,1572,945,337
"2011","Cowfold, Shermanbury and West Grinstead","E05007651","Total",2184,4,124,478,927,444,207
"2011","Denne","E05007652","Total",2699,5,535,886,936,259,78
"2011","Forest","E05007653","Total",1511,2,48,274,548,475,164
"2011","Henfield","E05007654","Total",2246,8,238,591,821,413,175
"2011","Holbrook East","E05007655","Total",2220,6,223,438,707,688,158
"2011","Holbrook West","E05007656","Total",2374,2,251,648,788,554,131
"2011","Horsham Park","E05007657","Total",3496,11,600,872,1408,494,111
"2011","Itchingfield, Slinfold and Warnham","E05007658","Total",2218,5,216,452,785,467,293
"2011","Nuthurst","E05007659","Total",1145,1,56,178,361,365,184
"2011","Pulborough and Coldwatham","E05007660","Total",2705,2,214,700,1071,549,169
"2011","Roffey North","E05007661","Total",2637,4,240,617,1231,479,66
"2011","Roffey South","E05007662","Total",2967,26,698,874,910,381,78
"2011","Rudgwick","E05007663","Total",1086,6,70,144,423,288,155
"2011","Rusper and Colgate","E05007664","Total",1053,6,115,166,337,239,190
"2011","Southwater","E05007665","Total",3840,4,288,902,1334,1021,291
"2011","Steyning","E05007666","Total",2782,9,290,824,911,565,183
"2011","Trafalgar","E05007667","Total",2683,4,284,664,1187,397,147
"2011","Ardingly and Balcombe","E05007668","Total",2341,6,294,502,873,447,219
"2011","Ashurst Wood","E05007669","Total",1128,0,56,306,442,261,63
"2011","Bolney","E05007670","Total",1112,2,69,193,375,279,194
"2011","Burgess Hill Dunstall","E05007671","Total",2044,0,111,510,854,486,83
"2011","Burgess Hill Franklands","E05007672","Total",1890,3,75,344,725,594,149
"2011","Burgess Hill Leylands","E05007673","Total",1974,0,231,483,868,346,46
"2011","Burgess Hill Meeds","E05007674","Total",2122,8,442,611,785,222,54
"2011","Burgess Hill St Andrews","E05007675","Total",1878,2,95,560,800,369,52
"2011","Burgess Hill Victoria","E05007676","Total",2218,1,148,588,1041,366,74
"2011","Copthorne and Worth","E05007677","Total",1955,1,98,296,822,567,171
"2011","Crawley Down and Turners Hill","E05007678","Total",2817,7,221,531,1123,710,225
"2011","Cuckfield","E05007679","Total",2080,12,164,376,722,528,278
"2011","East Grinstead Ashplats","E05007680","Total",2347,4,304,543,930,458,108
"2011","East Grinstead Baldwins","E05007681","Total",2074,8,182,520,871,414,79
"2011","East Grinstead Herontye","E05007682","Total",1895,3,94,247,777,624,150
"2011","East Grinstead Imberhorne","E05007683","Total",1781,3,87,365,718,488,120
"2011","East Grinstead Town","E05007684","Total",2559,10,796,715,629,322,87
"2011","Hassocks","E05007685","Total",3341,2,300,896,1300,662,181
"2011","Haywards Heath Ashenground","E05007686","Total",2396,6,363,642,981,331,73
"2011","Haywards Heath Bentswood","E05007687","Total",2327,3,199,642,1141,265,77
"2011","Haywards Heath Franklands","E05007688","Total",1986,3,259,435,594,530,165
"2011","Haywards Heath Heath","E05007689","Total",2496,4,546,816,573,433,124
"2011","Haywards Heath Lucastes","E05007690","Total",2382,9,274,742,569,593,195
"2011","High Weald","E05007691","Total",2040,1,163,355,736,486,299
"2011","Hurstpierpoint and Downs","E05007692","Total",3251,4,271,779,1247,670,280
"2011","Lindfield","E05007693","Total",2975,2,160,615,1223,698,277
"2011","Broadwater","E05007694","Total",3813,13,454,874,1995,399,78
"2011","Castle","E05007695","Total",3443,2,217,1051,1946,191,36
"2011","Central","E05007696","Total",5087,43,2016,1919,755,220,134
"2011","Durrington","E05007697","Total",2532,2,272,1025,942,243,48
"2011","Gaisford","E05007698","Total",3992,8,687,989,1709,481,118
"2011","Goring","E05007699","Total",3740,4,207,1367,1507,537,118
"2011","Heene","E05007700","Total",4057,26,1685,1548,419,238,141
"2011","Marine","E05007701","Total",3783,14,590,1290,1082,630,177
"2011","Northbrook","E05007702","Total",1872,2,167,402,995,274,32
"2011","Offington","E05007703","Total",3268,3,184,988,1145,745,203
"2011","Salvington","E05007704","Total",3860,8,288,1377,1489,522,176
"2011","Selden","E05007705","Total",3822,25,974,1100,1271,332,120
"2011","Tarring","E05007706","Total",3775,23,562,1151,1630,331,78
"2011","Abbey","E05001935","Total",3292,14,1570,1062,370,153,123
"2011","Bathavon North","E05001936","Total",3102,2,231,604,1150,769,346
"2011","Bathavon South","E05001937","Total",1177,1,83,234,379,312,168
"2011","Bathavon West","E05001938","Total",841,0,50,142,334,215,100
"2011","Bathwick","E05001939","Total",1177,2,106,318,308,277,166
"2011","Chew Valley North","E05001940","Total",944,0,52,116,286,321,169
"2011","Chew Valley South","E05001941","Total",970,0,38,135,383,269,145
"2011","Clutton","E05001942","Total",962,0,44,108,459,259,92
"2011","Combe Down","E05001943","Total",2336,4,267,682,853,360,170
"2011","Farmborough","E05001944","Total",1037,0,60,136,451,266,124
"2011","High Littleton","E05001945","Total",1186,2,37,202,540,324,81
"2011","Keynsham East","E05001946","Total",2324,1,158,490,866,670,139
"2011","Keynsham North","E05001947","Total",2176,1,217,361,1269,242,86
"2011","Keynsham South","E05001948","Total",2307,4,334,597,1190,139,43
"2011","Kingsmead","E05001949","Total",2666,11,920,782,518,246,189
"2011","Lambridge","E05001950","Total",2412,1,272,645,1054,320,120
"2011","Lansdown","E05001951","Total",2180,14,505,592,468,394,207
"2011","Lyncombe","E05001952","Total",2240,1,204,305,829,600,301
"2011","Mendip","E05001953","Total",1048,2,72,138,418,301,117
"2011","Midsomer Norton North","E05001954","Total",2455,2,174,689,1027,474,89
"2011","Midsomer Norton Redfield","E05001955","Total",2130,1,140,392,1191,344,62
"2011","Newbridge","E05001956","Total",2483,6,434,479,869,460,235
"2011","Odd Down","E05001957","Total",2364,1,109,626,1327,231,70
"2011","Oldfield","E05001958","Total",2277,1,298,643,796,341,198
"2011","Paulton","E05001959","Total",2185,2,177,502,1086,345,73
"2011","Peasedown","E05001960","Total",2632,1,183,696,1059,614,79
"2011","Publow and Whitchurch","E05001961","Total",947,1,68,147,388,247,96
"2011","Radstock","E05001962","Total",2300,4,194,660,1100,286,56
"2011","Saltford","E05001963","Total",1680,1,108,222,677,549,123
"2011","Southdown","E05001964","Total",2327,4,208,624,1136,276,79
"2011","Timsbury","E05001965","Total",1113,2,57,289,487,230,48
"2011","Twerton","E05001966","Total",2273,17,415,759,914,138,30
"2011","Walcot","E05001967","Total",2828,19,699,801,893,309,107
"2011","Westfield","E05001968","Total",2299,3,88,531,1364,256,57
"2011","Westmoreland","E05001969","Total",2216,5,149,760,753,369,180
"2011","Weston","E05001970","Total",2306,5,224,470,1137,352,118
"2011","Widcombe","E05001971","Total",2323,4,386,552,599,465,317
"2011","Boscombe East","E05002113","Total",4888,17,1079,1674,1206,565,347
"2011","Boscombe West","E05002114","Total",5441,70,2686,2059,365,108,153
"2011","Central","E05002115","Total",5566,59,2305,2274,495,203,230
"2011","East Cliff and Springbourne","E05002116","Total",6129,48,1876,2523,1108,375,199
"2011","East Southbourne and Tuckton","E05002117","Total",4538,8,614,1696,1332,706,182
"2011","Kinson North","E05002118","Total",4312,7,379,1818,1758,283,67
"2011","Kinson South","E05002119","Total",4229,8,480,1851,1556,266,68
"2011","Littledown and Iford","E05002120","Total",4046,2,339,820,1475,1153,257
"2011","Moordown","E05002121","Total",3988,11,398,876,1922,631,150
"2011","Queen's Park","E05002122","Total",5031,18,1150,1883,846,715,419
"2011","Redhill and Northbourne","E05002123","Total",4160,12,351,1418,1802,480,97
"2011","Strouden Park","E05002124","Total",4020,16,528,1232,1586,528,130
"2011","Talbot and Branksome Woods","E05002125","Total",4118,12,749,1485,651,723,498
"2011","Throop and Muscliff","E05002126","Total",3728,7,308,1254,1490,580,89
"2011","Wallisdown and Winton West","E05002127","Total",4178,17,637,1202,1457,613,252
"2011","West Southbourne","E05002128","Total",4042,15,666,1414,1184,573,190
"2011","Westbourne and West Cliff","E05002129","Total",5876,40,1880,2876,717,201,162
"2011","Winton East","E05002130","Total",4084,12,604,1115,1256,682,415
"2011","Ashley","E05001972","Total",7152,17,1978,2365,1547,829,416
"2011","Avonmouth","E05001973","Total",5323,9,502,1511,2822,393,86
"2011","Bedminster","E05001974","Total",5736,9,745,1961,2632,308,81
"2011","Bishopston","E05001975","Total",5318,13,589,1179,2072,1002,463
"2011","Bishopsworth","E05001976","Total",4915,13,412,1123,2913,367,87
"2011","Brislington East","E05001977","Total",5088,4,533,1441,2740,296,74
"2011","Brislington West","E05001978","Total",4839,12,609,1045,2527,506,140
"2011","Cabot","E05001979","Total",6984,55,2805,2158,806,528,632
"2011","Clifton","E05001980","Total",5256,27,1212,2128,865,562,462
"2011","Clifton East","E05001981","Total",4749,22,1511,1736,656,353,471
"2011","Cotham","E05001982","Total",5189,32,1434,1726,651,572,774
"2011","Easton","E05001983","Total",5859,19,875,2480,2110,284,91
"2011","Eastville","E05001984","Total",5380,21,971,1649,1954,520,265
"2011","Filwood","E05001985","Total",4726,10,435,731,3309,170,71
